tweet_id,author_id,created_at,lang,text,en_text
1537146220883607552,1435037116421984266,2022-06-15,in,TASIKMALAYA Gubernur Jawa Barat Jabar Ridwan Kamil membagikan sebuah kisah perjalanannya dengan putra sulungnya Emmeril Kahn Mumtadz atau Eril eril emmerilkhanmumtadz Viral ,TASIKMALAYA West Java Governor Ridwan Kamil shares a story of his journey with his eldest son Emmeril Kahn Mumtadz or Eril eril emmerilkhanmumtadz Viral
1537134521207861248,553519409,2022-06-15,in,Tentang Eril dari Sudut Pandang Teman dari Sahabatnya Murid dari Ayahnya utas singkat atas perjalanan singkat takziah Emmeril Kahn Mumtadz serta kekagumanku terhadap keluarga Yth Bapak ,About Eril from the point of view of a friend from his best friend A student from his father a short thread on the short trip of Emmeril Kahn Mumtadz's blessing and my admiration for the family of Mr.
1537129086157733888,1435037116421984266,2022-06-15,in,JAKARTA Jenazah Emmeril Kahn Mumtadz putra sulung Gubernur Jawa Barat Ridwan Kamil tiba di Bandara Soekarno Hatta Tangerang Banten Minggu eril emmerilkhanmumtadz Viral ,"JAKARTA The body of Emmeril Kahn Mumtadz, the eldest son of the Governor of West Java, Ridwan Kamil, arrived at Soekarno Hatta Airport, Tangerang, Banten, Sunday."
1537111359539843072,69183155,2022-06-15,in,Terpopuler Nenek dari Emmeril Kahn Mumtadz Tjutju Sukaesih mengucapkan rasa syukur jenazah Eril bisa ditemukan Dia juga menceritakan soal kain kafan untuk Eril ,Most popular Grandma from Emmeril Kahn Mumtadz Tjutju Sukaesih expressed her gratitude that Eril's body could be found She also told about the shroud for Eril
1537100627297566720,1356100678830047235,2022-06-15,in,Kisah Eril lahir di Amerika saat status Ridwan Kamil masih pengangguran CelebritiesDotID InfoCelebTerkini RK ,The story of Eril being born in America when Ridwan Kamil's status was still unemployed CelebritiesDotID InfoCelebTerkini RK
1537059753737826315,1533808301665710080,2022-06-15,in,Pawang Hujan Rara Isti Wulandari atau Mbak Rara menghadiri pemakaan putra Ridwan Kamil Emmeril Kahn berita menarik ,Rain handler Rara Isti Wulandari or Mbak Rara attended the funeral of Ridwan Kamil's son Emmeril Kahn interesting news
1537057867622076416,1511157784837980161,2022-06-15,in,Innalilahi wa innailaihi Raji un Turut Berduka Cita atas Wafatnya Emmeril Kahn Mumtadz Eril Putra Sulung M Ridwan Kamil Semoga amal Ibadah dan Iman Islamnya diterima Allah SWT Aamiin ,Innalilahi wa innailaihi Raji un Mourned for the Death of Emmeril Kahn Mumtadz Eril Eldest Son of M Ridwan Kamil May his deeds of worship and Islamic faith be accepted by Allah SWT Aamiin
1537053094198099968,1472129121396219906,2022-06-15,in, pedia Gubernur Jawa Tengah Ganjar Pranowo bertakziah ke Gedung Pakuan Kota Bandung tempat jenazah Emmeril Kahn Mumtadz atau Eril putra dari Ridwan Kamil disemayamkan ,"Central Java Governor Ganjar Pranowo pays his respects to the Pakuan Building, Bandung City, where the body of Emmeril Kahn Mumtadz or Ridwan Kamil's son Eril is buried"
1537048795699204099,1472129121396219906,2022-06-15,in, pedia Orang nomor satu Jateng ini datang untuk bertakziah atas wafatnya Emmeril Kahn Mumtadz atau Eril putra Gubernur Jabar Ridwan Kamil yang sebelumnya tiba di Gedung Pakuan Bandung Minggu ,"This number one person in Central Java came to pay tribute to the death of Emmeril Kahn Mumtadz or Eril, son of the Governor of West Java, Ridwan Kamil, who previously arrived at the Pakuan Building, Bandung, Sunday."
1537048045438783488,1472129121396219906,2022-06-15,in, pedia SAHABAT GANJAR Ganjar Pranowo turut hadir melayat ke rumah duka Gedung Pakuan pada Minggu untuk mendoakan anak dari Gubernur Jawa Barat Ridwan Kamil yang Emmeril Kahn Mumtadz yang wafat di Swiss ,"pedia FRIENDS OF GANJAR Ganjar Pranowo also attended the funeral home at Gedung Pakuan on Sunday to pray for the son of West Java Governor Ridwan Kamil, Emmeril Kahn Mumtadz who died in Switzerland"
1537042672254300160,46693036,2022-06-15,in,Gubernur Jawa Barat Ridwan Kamil menyampaikan apresiasi kepada media yang telah memberitakan berpulangnya Emmeril Kahn Mumtadz atau Eril dengan adil ridwankamil eril media berita ,West Java Governor Ridwan Kamil expressed his appreciation to the media for reporting the passing of Emmeril Kahn Mumtadz or Eril fairly.
1537041112698720256,55507370,2022-06-15,in,Gubernur Jawa Barat Ridwan Kamil menyampaikan apresiasi kepada media yang telah memberitakan berpulangnya Emmeril Kahn Mumtadz atau Eril putra sulung Ridwan Kamil dengan adil Simak berita selengkapnya di NewsOne CariBeritaditvOne RidwanKamil ,West Java Governor Ridwan Kamil expressed his appreciation to the media for reporting the passing of Emmeril Kahn Mumtadz or Ridwan Kamil's eldest son Eril. Check out the full news on NewsOne CariBeritaditvOne RidwanKamil
1537041073121656832,388190238,2022-06-15,in,Meski masih dirundung duka akibat kehilangan putra sulungnya Emmeril Kahn Mumtadz Gubernur Jawa Barat Ridwan Kamil tak kehilangan rasa humornya ,"Even though he is still saddened by the loss of his eldest son, Emmeril Kahn Mumtadz, the Governor of West Java, Ridwan Kamil, has not lost his sense of humor."
1537018254472138753,776303921803374592,2022-06-15,in,Ibu dari Emmeril Kahn Mumtadz atau Eril ini selain dikenal cantik dan pintar ternyata juga penulis buku dan novel AtaliaPraratya IbuEril RidwanKamil novelAtaliaPraratya Atalia Bucinta ,"The mother of Emmeril Kahn Mumtadz or Eril, besides being known to be beautiful and smart, she is also the author of books and novels Atalia Praratya Ibu Eril Ridwan Kamil novels Atalia Praratya Atalia Bucinta"
1537003227664613377,61377303,2022-06-15,in,Ayahanda Emmeril Kahn Mumtadz Ridwan Kamil berbagi cerita saat pertama kali melihat jenazah Eril Sementara itu Ridwan Kamil dijadwankan akan kembali berdinas pada Kamis nanti KSC MNCTVNews LintasiNewsPagi EmmerilKahnMumtadz RidwanKamil Eril GubernurJawaBarat ,Emmeril's father Kahn Mumtadz Ridwan Kamil shared the story when he first saw Eril's body Meanwhile Ridwan Kamil is scheduled to return to service on Thursday KSC MNCTV News LintasiNewsMorning EmmerilKahnMumtadz Ridwan Kamil Eril Governor of West Java
1536999159705661440,1412074356,2022-06-15,in,Dalam rangkaian hidupnya yang sebentar Eril putra Pak dan Ibu lia menjadi inspirasi terutama bagi anak muda Sosok Eril menjadi inspirasi untuk terus berbuat kebaikan dalam diam dan hening Semoga Eril Husnul Hatimah eril See ,"In his short life, Eril, the son of Mr. and Mrs. Lia, became an inspiration, especially for young people. Eril's figure became an inspiration to continue to do good in silence and silence. Hopefully Eril Husnul Hatimah eril See"
1536996948980273153,1032497276785057792,2022-06-15,in,Kekasih Emmeril Kahn Mumtadz Nabila Ishma memiliki segudang prestasi lho ,"The lover of Emmeril Kahn Mumtadz Nabila Ishma has a myriad of achievements, you know"
1536992030370344964,1529620176526016512,2022-06-15,in,In memoriam Emmeril Kahn Mumtadz Bern May lia Eril RidwanKamil AtaliaKamil ,In memoriam Emmeril Kahn Mumtadz Bern May lia Eril RidwanKamil AtaliaKamil
1536991902951677953,889072946,2022-06-15,in,Arti Nama Emmeril Kahn Mumtadz Ternyata Memiliki Makna yang Sangat Istimewa ,The meaning of the name Emmeril Kahn Mumtadz turns out to have a very special meaning
1536984139588636672,1472129121396219906,2022-06-15,in, pedia Bandung Gubernur Jawa Tengah Ganjar Pranowo melayat Emmeril Kahn Mumtadz atau Eril Ganjar sempat berbincang dengan Ridwan Kamil ,pedia Bandung Central Java Governor Ganjar Pranowo mourns Emmeril Kahn Mumtadz or Eril Ganjar having a conversation with Ridwan Kamil
1536981838077501440,71436318,2022-06-15,in,Camillia Laetitia Azzahra melukis sosok Emmeril Kahn Mumtadz yang sedang tersenyum Gubernur Jawa Barat yang berada di sisi Zara terlihat merangkul untuk menguatkan Zara Lukisan ini sendiri dibawa Zara saat pemakaman Eril ,Camillia Laetitia Azzahra painted the smiling figure of Emmeril Kahn Mumtadz The Governor of West Java who was beside Zara was seen embracing to strengthen Zara This painting was brought by Zara herself at Eril's funeral
1536979849390465025,1189765458833993729,2022-06-15,in, Siapa ingin menjadi bunga indah di surga diiringi berjuta doa maka taburlah berjuta benih kebaikan di dunia Emmeril Kahn Mumtadz ,"Whoever wants to be a beautiful flower in heaven accompanied by millions of prayers, then sow millions of seeds of goodness in the world Emmeril Kahn Mumtadz"
1536975234028687360,1356100678830047235,2022-06-15,in,Arti Nama Emmeril Kahn Mumtadz Ternyata Memiliki Makna yang Sangat Istimewa CelebritiesDotID InfoCelebTerkini RK ,The meaning of the name Emmeril Kahn Mumtadz turns out to have a very special meaning CelebritiesDotID InfoCelebLatest RK
1536972808185647104,1376697702973501440,2022-06-15,in, id Tenggelam di Sungai Aare Swiss Putra Ridwan Kamil Emmeril Kahn Mumtadz Akhirnya Ditemukan ,en Drowned in the Swiss Aare River Ridwan Kamil's son Emmeril Kahn Mumtadz Finally Found
1536969009635074048,859657570599882752,2022-06-15,in,Menghadiri acara Ta ziyah dan Do a Bersama untuk Adinda Emmeril Kahn Mumtadz alm Di Gedung Pakuan Bandung semoga A Eril diterima di sisiNya Amiin alfatihah ,"Attending the Ta ziyah event and praying together for Adinda Emmeril Kahn Mumtadz late At Pakuan Building, Bandung, may A Eril be accepted by His side Amen alfatihah"
1536967933208932352,859657570599882752,2022-06-15,in,Menghadiri Acara Ta ziyah dan Do a Bersama untuk Adinda Emmeril Kahn Mumtadz di Gedung Pakuan Bandung ,"Attending the Ta ziyah and Joint Prayer for Adinda Emmeril Kahn Mumtadz at Pakuan Building, Bandung"
1536953135088148480,1471070295226130432,2022-06-15,in,Silsilah Keluarga Ridwan Kamil Ayah Emmeril Kahn Mumtadz Eril Ternyata Keturunan Sunan Gunung Djati Sherina I Basreng I Iwan Bule ONEPIECE I ICE BSD I Menteri I Rafli I Nastar I Dimas Drajad aespa Girls I Panci I Piala Asia I Rabu ,Ridwan Kamil's family tree Emmeril's father Kahn Mumtadz Eril Turns out to be a descendant of Sunan Gunung Djati Sherina I Basreng I Iwan Bule ONEPIECE I ICE BSD I Minister I Rafli I Nastar I Dimas Drajad aespa Girls I Panci I Asian Cup I Wednesday
1536952848650747904,1252799572893511683,2022-06-15,in,Tak hanya itu Emmeril Kahn Mumtadz atau Eril juga tak gengsi mengaku kalau ia tak punya uang eril bucinta atalia emmerilkahnmumtadz ridwankamil kangemil swiss nabilaishma ,"Not only that, Emmeril Kahn Mumtadz or Eril is also not proud to admit that he doesn't have money."
1536952543217332224,1480821602765791232,2022-06-15,in,Silsilah Keluarga Ridwan Kamil Ayah Emmeril Kahn Mumtadz Eril Ternyata Keturunan Sunan Gunung Djati ,"Ridwan Kamil's family tree, Emmeril's father, Mumtadz Eril, turns out to be a descendant of Sunan Gunung Djati"
1536944071842725888,44571893,2022-06-15,in,Membeludaknya warga setempat untuk berziarah kubur di makam anak sulung Gubernur Jawa Barat Ridwan Kamil Emmeril Eril Kahn Mumtadz membuat keluarga dan aparat setempat untuk memberi garis pembatas di sekitar area pusara ,The proliferation of local residents to visit the grave at the tomb of the eldest son of the Governor of West Java Ridwan Kamil Emmeril Eril Kahn Mumtadz made the family and local officials to draw a line around the tomb area.
1536936180121407489,1133420212915539968,2022-06-15,in,Ridwan Kamil memperbolehkan pelayat untuk mengikuti proses pemakaman putra sulungnya Emmeril Kahn Mumtadz atau yang lebih dikenal dengan panggilan Eril ,Ridwan Kamil allowed mourners to attend the funeral of his eldest son Emmeril Kahn Mumtadz or better known as Eril
1536926183832420352,64635651,2022-06-15,in,Atalia Praratya meminta kepada Arka untuk meneruskan semangat kakaknya yaitu Emmeril Kahn Mumtadz atau Eril Hal tersebut disampaikan oleh Atalia Praratya dalam unggahan terbaru di akun TikTok miliknya pada Rabu pagi via ,"Atalia Praratya asked Arka to continue the spirit of his brother, Emmeril Kahn Mumtadz or Eril This was conveyed by Atalia Praratya in the latest upload on his TikTok account on Wednesday morning via"
1536918928076812294,41730943,2022-06-15,in,Di balik duka yang mendalam kehilangan sosok anak laki laki tercinta bernama Emmeril Kahn Mumtadz Ridwan Kamil masih berusaha menghibur diri di media sosial Ada kejadian lucu dan mengundang gelak tawa diantara berita duka Di balik duka ,Behind the deep sorrow of losing the figure of a beloved son named Emmeril Kahn Mumtadz Ridwan Kamil is still trying to cheer himself up on social media There is a funny incident and invites laughter among the sad news Behind the grief
1536909033709264898,1053747934104178688,2022-06-15,in,Putra sulung Ridwan Kamil Emmeril Kahn Mumtadz atau Eril sudah ditemukan usai menghilang selama lebih dari hari di Sungai Aare Bern Swiss Sempat pasrah keluarga Gubernur Jawa Barat ini lega jasad sang anak bisa dibawa pulang ke Tanah Air Mendengar kabar tersebut Ridwan,"Ridwan Kamil's eldest son Emmeril Kahn Mumtadz or Eril has been found after missing for more than a day in the Aare River, Bern, Switzerland. The family of the Governor of West Java was relieved to hear the news that the child's body could be brought back to Indonesia."
1536901415125528576,1252799572893511683,2022-06-15,in,Zara yang mengenakan pakaian serba hitam tertunduk memejamkan matanya sambil memeluk peti jenazah sang kakak Emmeril Kahn Mumtadz Eril eril bucinta atalia emmerilkahnmumtadz ridwankamil kangemil swiss nabilaishma ,"Zara, wearing all black, bowed her head and closed her eyes while hugging her brother's coffin Emmeril Kahn Mumtadz Eril eril bucinta atalia emmerilkahnmumtadz ridwankamil kangemil swiss nabilaishma"
1536899628695965697,44571893,2022-06-15,in,Ridwan Kamil memberikan izin kepada warga yang ingin berziarah ke makam putra sulungnya Emmeril Kahn Mumtadz Hal tersebut ia umumkan di akun media sosial pribadinya Selain memberikan aturan jam Ridwan Kamil juga menampilkan video kondisi makam Eril ,Ridwan Kamil gave permission to residents who wanted to make a pilgrimage to the grave of his eldest son Emmeril Kahn Mumtadz This he announced on his personal social media account.
1536898789528588288,1032497276785057792,2022-06-15,in,Raisa mempersembahkan sebuah lagu untuk Ridwan Kamil dan keluarga atas kepergian sang putra Emmeril Kahn Mumtadz ,Raisa dedicates a song to Ridwan Kamil and his family for the passing of his son Emmeril Kahn Mumtadz
1536898036055453696,901763329,2022-06-15,in, Sekalian aja pas Ariella Callista Ichwan ngemsi eh ngetagnya Ariel Noah atau malah Emmeril Kahn Mumtadz dipanggil Eril juga ,"Just when Ariella Callista Ichwan was excited, did Ariel Noah tag her or even Emmeril Kahn Mumtadz was called Eril too"
1536897552419008512,79130206,2022-06-15,in,Keluarga Ridwan Kamil mengaku telah mengikhlaskan kepergian Emmeril Kahn Mumtadz yang meninggal karena tenggelam di Sungai Aare Kota Bern Swiss emmerilkahnmumtadz ,"Ridwan Kamil's family admits that they have forgiven the departure of Emmeril Kahn Mumtadz who died of drowning in the Aare River, the Swiss city of Bern emmerilkahnmumtadz"
1536887112494379008,79130206,2022-06-15,in, Thread Tiga Benua Menjadi Saksi Perjalanan Hidup Emmeril Kahn Mumtadz emmerilkahnmumtadz ridwankamil ,Thread Three Continents Witness the Journey of Life Emmeril Kahn Mumtadz emmerilkahnmumtadz ridwankamil
1536881493674708992,121640063,2022-06-15,in,Masyarakat masih berdatangan ke gedung Pakuan rumah dinas gubernur Jawa barat untuk bertakziah dan mendoakan almarhum emmeril Kahn mumtadz atau eril Rabu pagi Ags DengerinElshinta ,"People still come to the Pakuan building, the official residence of the governor of West Java, to pay homage and pray for the late Emmeril Kahn Mumtadz or Eril Wednesday morning Aug Listen Elshinta"
